125062bf51422913fa9972fbd1a73ada9cfa07b3 19177 1977 1238 499
04c767e8e65f1e68c74238d81195b565428f9048 16469 1750 999 570
54b27becc2d78ebab604e0b01b396510ac755672 16379 137 99 604
b6db09f21b081bc0ed282ca0b5e0789755e4fa38 16275 99 90 612
702bc7af18c765744d68f7e9c38d2aa2d7a457d0 24979 1471 1591 382
5879ca9a516ece0d5065c07c60ae6b1e781c402d 34599 114 90 283
5e8fef620225c3c13243ca157e59bb4e7c33250d 34610 145 127 287
f0800301647a07dd2cfaa2e1fa591ba694ef9c8c 42997 2247 1806 216
577144490490c68823754ef2f905da9dbc7803b7 24967 111 116 396
8fb0e2a05b52b4693b1fc00e4101e08f427c5fbc 32087 1969 1656 279
032837b15c70d4fd51c6cf210b2495048f650e53 28752 967 634 269
f869c3dff9af1ab47c4ef99e7c8f53c3e516b6d6 31577 1447 900 251
5d2bd7dbcd220f35892273ce0c812e07e31f1152 24379 154 107 372
1780734d5f2391e528cd3f55abbf7ecabaa7443b 24673 87 85 399
bc051eb443fd1f026601baef4ddc769d135b6373 29078 1582 709 294
bb5400a616e891ead1850a42303eedce95ea0bf1 28751 3231 2798 319
ff4f8b6628340500b31a1c7c3611d0208bcb65fc 25114 232 107 394
76ebf8d3c2f3c71816004dd9436eea3c79fa7c8f 28676 165 174 318
7b8bb377da401acb5348354b3b7388a3e21a8f62 24439 127 114 404
69a9c6f25f40cfdb58bff3fe0aa50f81cba9eb7d 30050 1516 1071 288
9f8da10d54d16facf27566c448b0b3e152e54812 29803 989 733 294
7acf16d47cdcdbc9f21224a93dd285fd6e12907d 24263 82 81 400
96a6317c759428936d30a5e4c43550990db8b66b 19914 137 136 485
41e96a4384bc3ea4ecc5f23291ae6928d2e88d9e 20254 116 81 460
c43c4d44b60da12026c74c9cc1e553efcd5d717c 20197 216 78 448
45a7918143a98f1a9a20be5391b6c8f91de0c5c5 20450 65 45 443
559045ecb2596539f2da66b9d1d9bcb216efdcc9 20265 124 116 456
59b6d5a949adc20acea00448aae033d225d5c8e6 20452 121 71 445
402612cbbe4f8797f39fb34aea1af546fd141e96 20289 88 56 450
514a8524068d3fc0dcf1581858fac07c754014a5 21030 104 53 430
